1,1,1,2008
2,1,2,2009
3,1,3,2010
4,1,4,2011
5,1,5,2012
6,2,1,2022
7,2,2,2025
8,3,1,2021
9,3,2,2023
10,3,3,2025
11,4,1,2022
12,4,2,2025
13,5,1,2025
14,6,1,2019
15,6,2,2020
16,6,3,2021
17,6,4,2022
18,6,5,2023
19,6,6,2024
20,6,7,2025
21,7,1,2020
22,8,1,2020
23,8,2,2022
24,9,1,2016
25,9,2,2017
26,9,3,2019
27,9,4,2022
